name;date;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
Yogyakarta;1/1/2020;31.1;23.3;25.2;37.9;23.3;26.4;23.8;91.9;52.8;100;87.5;rain;0;0;27.4;9.4;64.5;1012.0;81.2;4.3;90.5;7.3;3;;2020-01-01T05:24:38;2020-01-01T17:58:42;0.19;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/2/2020;30.1;22.7;25.8;35.2;22.7;27.4;23.4;87.1;19.1;100;66.7;rain;0;0;30.2;18.4;258.7;1012.7;85.4;6.8;221.1;19.2;8;;2020-01-02T05:25:10;2020-01-02T17:59:07;0.22;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/3/2020;30.1;23.4;25.9;36.3;23.4;27.5;23.7;88.3;9.1;100;54.2;rain;0;0;37.4;27.7;311.5;1010.5;75.0;5.9;171.7;14.8;8;;2020-01-03T05:25:41;2020-01-03T17:59:31;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/4/2020;30.1;23.6;25.7;36.3;23.6;26.9;23.7;89.1;9.9;100;75.0;rain;0;0;43.6;13.3;251.0;1009.1;79.3;6.4;151.6;13.2;6;;2020-01-04T05:26:13;2020-01-04T17:59:55;0.29;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/5/2020;29.1;23.2;25.4;35.8;23.2;26.9;23.8;91.3;18.5;100;87.5;rain;0;0;47.5;22.7;254.1;1009.4;79.1;5.5;152.0;13.3;6;;2020-01-05T05:26:44;2020-01-05T18:00:18;0.32;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/6/2020;31.1;22.9;25.7;37.9;22.9;27.2;23.8;89.8;15.3;100;58.3;rain;0;0;39.6;14.8;340.6;1009.7;72.4;6.0;180.1;15.6;7;;2020-01-06T05:27:16;2020-01-06T18:00:40;0.35;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/7/2020;30.1;22.8;25.3;35.8;22.8;26.8;23.9;92.4;13.2;100;58.3;rain;0;0;35.6;15.1;305.7;1009.5;78.7;6.2;138.8;12.0;6;;2020-01-07T05:27:47;2020-01-07T18:01:02;0.38;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/8/2020;29.1;23.1;25.4;35.8;23.1;27.1;24.1;92.6;99.9;100;83.3;rain;0;0;24.8;14.8;226.6;1008.9;77.1;5.6;82.3;7.0;7;;2020-01-08T05:28:18;2020-01-08T18:01:22;0.42;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/9/2020;29.1;22.8;25.3;35.8;22.8;26.8;23.8;91.9;20.9;100;70.8;rain;0;0;30.6;32.4;238.6;1008.8;76.4;5.1;176.6;15.2;6;;2020-01-09T05:28:48;2020-01-09T18:01:42;0.45;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/10/2020;29.1;22.8;25.2;34.7;22.8;26.5;22.7;86.8;16.2;100;37.5;rain;0;0;36.0;18.4;307.1;1009.1;74.6;6.4;177.1;15.4;7;;2020-01-10T05:29:19;2020-01-10T18:02:02;0.48;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/11/2020;29.1;23.1;24.9;34.7;23.1;25.3;22.2;85.4;8.7;100;66.7;rain;0;0;25.2;9.4;281.1;1010.2;90.8;6.0;82.7;7.1;3;;2020-01-11T05:29:49;2020-01-11T18:02:20;0.50;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/12/2020;32.1;22.6;26.6;36.9;22.6;28.3;22.6;80.3;1.1;100;45.8;rain;0;0;34.6;13.3;257.3;1008.8;80.6;7.0;186.5;16.1;7;;2020-01-12T05:30:19;2020-01-12T18:02:37;0.55;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/13/2020;31.1;22.9;26.5;36.7;22.9;28.4;23.2;83.0;0.0;0;0.0;;0;0;35.6;15.8;246.5;1008.0;63.8;6.5;282.7;24.4;9;;2020-01-13T05:30:49;2020-01-13T18:02:54;0.59;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;96633699999,remote
Yogyakarta;1/14/2020;31.1;21.2;26.2;39.3;21.2;28.7;23.7;87.4;2.6;100;29.2;rain;0;0;23.4;27.7;2.8;1009.0;58.2;6.3;279.6;24.2;9;;2020-01-14T05:31:18;2020-01-14T18:03:10;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/15/2020;31.1;23.0;26.4;37.9;23.0;28.6;23.9;86.9;7.6;100;33.3;rain;0;0;23.4;16.6;306.9;1010.5;67.7;6.3;249.6;21.6;9;;2020-01-15T05:31:47;2020-01-15T18:03:25;0.66;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/16/2020;33.1;22.9;27.8;40.7;22.9;31.1;24.2;82.1;4.3;100;41.7;rain;0;0;26.6;14.8;207.5;1011.0;62.5;7.1;246.6;21.3;9;;2020-01-16T05:32:15;2020-01-16T18:03:39;0.69;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/17/2020;34.1;23.5;27.8;38.4;23.5;30.0;23.5;79.3;2.3;100;25.0;rain;0;0;28.8;16.6;228.4;1011.0;64.2;8.9;269.2;23.4;9;;2020-01-17T05:32:43;2020-01-17T18:03:52;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;1/18/2020;33.1;23.1;27.5;38.2;23.1;29.5;23.1;78.9;0.9;100;33.3;rain;0;0;20.2;11.2;226.2;1011.1;39.9;7.9;276.3;23.8;9;;2020-01-18T05:33:11;2020-01-18T18:04:04;0.76;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;1/19/2020;34.1;23.1;28.1;38.4;23.1;30.4;23.1;76.5;1.2;100;25.0;rain;0;0;23.4;14.8;223.7;1010.9;41.4;7.5;282.8;24.3;9;;2020-01-19T05:33:38;2020-01-19T18:04:15;0.80;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;1/20/2020;34.1;23.3;27.5;39.5;23.3;29.3;23.4;80.2;1.6;100;41.7;rain;0;0;25.2;18.4;301.7;1011.4;71.7;7.4;272.6;23.3;9;;2020-01-20T05:34:04;2020-01-20T18:04:26;0.83;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/21/2020;33.1;23.8;27.4;39.4;23.8;30.4;24.6;85.3;7.8;100;54.2;rain;0;0;22.0;14.8;358.3;1012.5;60.6;5.8;240.5;20.6;8;;2020-01-21T05:34:31;2020-01-21T18:04:35;0.87;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/22/2020;34.1;24.1;28.0;38.4;24.1;30.6;23.8;79.7;46.9;100;70.8;rain;0;0;27.0;14.8;357.0;1012.0;61.3;6.4;222.0;19.3;8;;2020-01-22T05:34:56;2020-01-22T18:04:43;0.90;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/23/2020;32.1;23.3;26.8;39.3;23.3;28.9;24.2;86.5;22.6;100;79.2;rain;0;0;22.0;9.4;17.9;1011.1;85.9;5.3;231.9;19.9;8;;2020-01-23T05:35:21;2020-01-23T18:04:51;0.94;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/24/2020;33.1;23.9;28.0;42.5;23.9;31.5;24.7;83.4;7.2;100;54.2;rain;0;0;22.0;18.4;345.5;1010.5;65.0;6.3;228.8;19.9;8;;2020-01-24T05:35:46;2020-01-24T18:04:57;0.98;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/25/2020;33.1;24.1;26.4;40.7;24.1;28.3;24.7;91.2;10.2;100;79.2;rain;0;0;28.4;18.4;49.0;1011.0;66.5;5.2;220.5;19.1;7;;2020-01-25T05:36:09;2020-01-25T18:05:03;0.00;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/26/2020;32.1;23.1;27.0;38.0;23.1;29.4;24.2;86.0;9.7;100;37.5;rain;0;0;23.8;18.4;3.4;1010.0;63.1;7.3;220.1;19.0;8;;2020-01-26T05:36:33;2020-01-26T18:05:07;0.04;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/27/2020;33.1;24.1;27.3;40.7;24.1;29.9;24.4;85.0;4.8;100;37.5;rain;0;0;24.5;14.8;25.1;1010.3;69.5;6.2;215.6;18.6;7;;2020-01-27T05:36:55;2020-01-27T18:05:11;0.07;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/28/2020;32.5;23.8;27.3;37.9;23.8;29.6;24.0;83.4;9.0;100;41.7;rain;0;0;23.0;14.8;318.9;1010.5;72.8;4.9;267.2;23.1;10;;2020-01-28T05:37:17;2020-01-28T18:05:13;0.11;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/29/2020;33.1;23.7;27.6;40.8;23.7;31.0;24.9;86.1;27.7;100;58.3;rain;0;0;21.6;11.2;15.3;1010.5;62.7;6.0;211.1;18.3;8;;2020-01-29T05:37:39;2020-01-29T18:05:15;0.14;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;1/30/2020;31.1;24.2;26.3;37.9;24.2;27.8;24.2;89.1;6.0;100;58.3;rain;0;0;31.0;24.1;245.2;1010.8;72.4;5.9;121.7;10.5;5;;2020-01-30T05:38:00;2020-01-30T18:05:15;0.17;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;1/31/2020;31.5;22.9;26.3;39.3;22.9;27.9;23.8;86.7;16.6;100;37.5;rain;0;0;25.6;11.2;21.2;1010.6;83.9;5.3;233.5;20.1;9;;2020-01-31T05:38:20;2020-01-31T18:05:15;0.20;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;2/1/2020;31.3;23.7;26.6;37.5;23.7;28.5;24.2;87.3;21.6;100;50.0;rain;0;0;18.0;9.4;50.7;1011.1;92.5;6.3;194.8;16.8;7;;2020-02-01T05:38:39;2020-02-01T18:05:13;0.24;Rain, Overcast;Cloudy skies throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/2/2020;31.1;24.1;26.4;39.4;24.1;28.6;24.7;91.1;19.9;100;62.5;rain;0;0;21.2;18.4;36.1;1011.8;80.9;5.6;192.6;16.6;8;;2020-02-02T05:38:58;2020-02-02T18:05:11;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/3/2020;31.1;23.8;25.6;39.3;23.8;27.1;24.2;92.6;15.3;100;75.0;rain;0;0;27.0;11.2;308.8;1012.0;81.8;5.5;175.0;15.1;7;;2020-02-03T05:39:16;2020-02-03T18:05:08;0.30;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/4/2020;32.4;22.7;26.3;39.3;22.7;28.3;24.2;89.1;7.3;100;41.7;rain;0;0;29.2;18.4;262.7;1010.7;77.8;6.1;235.7;20.4;8;;2020-02-04T05:39:33;2020-02-04T18:05:03;0.33;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/5/2020;33.1;23.1;26.4;40.8;23.1;28.6;24.0;87.7;4.6;100;70.8;rain;0;0;29.5;18.4;251.1;1010.0;77.1;5.9;211.4;18.3;8;;2020-02-05T05:39:50;2020-02-05T18:04:58;0.37;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/6/2020;32.8;23.0;26.7;37.7;23.0;28.6;23.6;84.6;7.1;100;45.8;rain;0;0;23.4;14.8;333.1;1010.2;74.5;6.7;231.4;20.0;8;;2020-02-06T05:40:06;2020-02-06T18:04:52;0.40;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/7/2020;32.1;23.5;26.0;42.5;23.5;27.8;24.3;91.1;13.9;100;45.8;rain;0;0;20.2;14.8;2.9;1010.7;75.4;5.1;182.4;15.8;7;;2020-02-07T05:40:21;2020-02-07T18:04:45;0.43;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/8/2020;30.1;22.9;26.1;36.3;22.9;28.0;24.4;90.7;14.3;100;91.7;rain;0;0;22.0;18.4;327.4;1011.1;65.2;5.9;162.8;14.2;6;;2020-02-08T05:40:36;2020-02-08T18:04:37;0.46;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/9/2020;31.1;24.2;26.7;36.7;24.2;28.5;23.9;85.5;12.3;100;100.0;rain;0;0;22.3;13.0;205.7;1011.9;59.4;6.1;56.8;4.9;2;;2020-02-09T05:40:50;2020-02-09T18:04:28;0.50;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/10/2020;32.1;22.6;26.2;39.3;22.6;28.0;23.7;86.8;7.3;100;79.2;rain;0;0;31.7;14.8;255.7;1011.4;70.6;6.7;200.8;17.4;8;;2020-02-10T05:41:03;2020-02-10T18:04:18;0.53;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/11/2020;31.1;23.5;26.1;36.7;23.5;27.7;24.2;89.9;39.4;100;100.0;rain;0;0;19.1;18.4;22.5;1012.2;74.1;6.2;78.2;6.7;4;;2020-02-11T05:41:16;2020-02-11T18:04:07;0.57;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/12/2020;32.1;23.0;26.3;38.0;23.0;28.0;24.1;88.7;6.1;100;41.7;rain;0;0;22.7;11.2;21.4;1012.4;71.0;5.1;178.1;15.5;7;;2020-02-12T05:41:28;2020-02-12T18:03:55;0.60;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/13/2020;32.1;23.7;27.5;40.8;23.7;30.6;24.2;83.1;17.5;100;54.2;rain;0;0;26.3;18.4;11.9;1011.3;62.7;6.1;236.0;20.4;9;;2020-02-13T05:41:39;2020-02-13T18:03:43;0.64;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;2/14/2020;33.1;23.9;27.7;39.4;23.9;29.7;23.7;80.5;21.8;100;58.3;rain;0;0;21.6;18.4;8.0;1010.7;63.3;6.2;226.2;19.4;9;;2020-02-14T05:41:50;2020-02-14T18:03:29;0.67;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/15/2020;32.1;24.0;26.2;36.9;24.0;27.7;23.8;87.2;11.8;100;70.8;rain;0;0;30.6;13.7;117.2;1011.8;69.3;5.4;185.2;15.9;7;;2020-02-15T05:42:00;2020-02-15T18:03:15;0.71;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/16/2020;31.1;23.4;26.7;36.7;23.4;28.5;23.6;84.3;9.1;100;54.2;rain;0;0;23.4;22.3;258.4;1011.9;66.0;6.5;204.4;17.7;8;;2020-02-16T05:42:09;2020-02-16T18:03:00;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;2/17/2020;30.1;23.4;25.9;36.4;23.4;27.5;23.5;87.4;16.9;100;79.2;rain;0;0;26.6;14.8;243.4;1012.5;73.0;5.7;130.6;11.2;5;;2020-02-17T05:42:18;2020-02-17T18:02:44;0.78;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/18/2020;31.1;22.7;25.7;36.7;22.7;26.8;23.4;87.9;19.7;100;95.8;rain;0;0;26.6;20.5;331.2;1011.6;73.6;5.9;214.8;18.6;9;;2020-02-18T05:42:26;2020-02-18T18:02:28;0.81;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/19/2020;31.1;23.0;25.4;36.7;23.0;26.4;23.6;90.5;17.6;100;100.0;rain;0;0;32.0;13.0;15.5;1010.6;72.3;4.9;123.6;10.7;5;;2020-02-19T05:42:33;2020-02-19T18:02:10;0.85;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/20/2020;29.1;22.1;25.2;33.7;22.1;26.3;23.6;91.4;18.9;100;95.8;rain;0;0;28.1;25.9;4.2;1010.6;64.7;6.1;131.9;11.3;6;;2020-02-20T05:42:40;2020-02-20T18:01:52;0.88;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/21/2020;31.1;22.3;25.8;36.7;22.3;27.5;23.7;88.8;24.1;100;62.5;rain;0;0;29.9;18.4;5.4;1011.7;61.4;5.4;212.7;18.3;8;;2020-02-21T05:42:46;2020-02-21T18:01:33;0.91;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/22/2020;32.1;23.6;26.2;38.0;23.6;27.8;23.9;88.0;9.0;100;75.0;rain;0;0;24.8;18.4;324.9;1012.5;69.7;5.8;267.3;23.3;9;;2020-02-22T05:42:51;2020-02-22T18:01:13;0.95;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/23/2020;32.5;23.6;26.8;38.1;23.6;29.1;24.1;86.2;3.9;100;33.3;rain;0;0;27.7;18.4;24.3;1010.8;66.6;6.0;260.2;22.2;9;;2020-02-23T05:42:56;2020-02-23T18:00:53;0.00;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;2/24/2020;31.1;22.8;26.5;37.9;22.8;28.8;24.1;87.3;23.1;100;33.3;rain;0;0;22.0;22.3;22.9;1009.9;65.0;6.2;234.7;20.2;9;;2020-02-24T05:43:01;2020-02-24T18:00:32;0.02;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;2/25/2020;32.1;23.6;25.9;39.3;23.6;27.2;24.1;90.4;25.2;100;91.7;rain;0;0;29.2;14.8;352.8;1010.0;56.6;5.6;109.1;9.4;4;;2020-02-25T05:43:04;2020-02-25T18:00:11;0.05;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/26/2020;31.6;23.4;26.6;37.2;23.4;28.6;23.7;84.7;13.9;100;58.3;rain;0;0;18.7;11.2;34.9;1010.2;70.3;6.3;128.8;11.1;5;;2020-02-26T05:43:08;2020-02-26T17:59:48;0.08;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/27/2020;32.1;23.6;26.3;38.0;23.6;27.8;24.2;89.3;22.0;100;66.7;rain;0;0;25.6;14.8;14.1;1009.7;78.0;5.9;208.4;18.0;8;;2020-02-27T05:43:10;2020-02-27T17:59:25;0.12;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/28/2020;32.1;23.1;26.7;38.0;23.1;28.9;24.1;87.2;26.2;100;66.7;rain;0;0;30.2;27.7;358.8;1008.8;61.9;5.6;206.4;17.9;8;;2020-02-28T05:43:13;2020-02-28T17:59:02;0.15;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;2/29/2020;32.1;24.1;26.3;38.0;24.1;28.0;24.2;89.0;25.4;100;75.0;rain;0;0;29.5;18.4;330.6;1008.4;66.2;5.1;173.7;15.0;8;;2020-02-29T05:43:14;2020-02-29T17:58:38;0.18;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/1/2020;30.2;23.6;25.8;37.1;23.6;27.0;24.0;89.9;24.0;100;79.2;rain;0;0;24.5;11.2;16.0;1009.3;68.4;5.8;125.3;11.0;6;;2020-03-01T05:43:16;2020-03-01T17:58:13;0.22;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/2/2020;30.1;23.5;26.1;36.3;23.5;28.1;24.4;90.4;22.9;100;37.5;rain;0;0;24.5;14.8;19.4;1009.4;73.5;4.8;200.8;17.1;7;;2020-03-02T05:43:16;2020-03-02T17:57:48;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/3/2020;31.1;23.6;26.3;40.8;23.6;28.2;24.7;91.3;10.4;100;54.2;rain;0;0;19.1;14.8;356.2;1010.1;72.0;4.4;151.6;13.0;6;;2020-03-03T05:43:17;2020-03-03T17:57:23;0.25;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/4/2020;29.1;23.3;25.2;34.7;23.3;26.3;24.0;92.9;23.0;100;66.7;rain;0;0;31.3;22.3;208.4;1010.3;75.9;4.8;174.8;15.2;7;;2020-03-04T05:43:17;2020-03-04T17:56:57;0.32;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/5/2020;30.1;22.9;25.5;33.7;22.9;26.8;22.8;85.7;22.6;100;79.2;rain;0;0;31.7;18.4;227.7;1010.4;71.2;7.2;57.3;5.0;2;;2020-03-05T05:43:16;2020-03-05T17:56:30;0.35;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/6/2020;32.1;22.7;26.2;37.9;22.7;27.7;22.7;82.1;4.1;100;50.0;rain;0;0;37.4;18.4;343.0;1010.8;74.3;6.8;224.1;19.3;9;;2020-03-06T05:43:15;2020-03-06T17:56:03;0.38;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/7/2020;29.9;22.9;25.6;35.4;22.9;26.5;23.9;91.1;5.7;100;45.8;rain;0;0;36.7;13.3;272.9;1011.7;67.6;5.8;210.8;18.1;8;;2020-03-07T05:43:14;2020-03-07T17:55:36;0.42;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/8/2020;30.1;23.4;25.3;35.2;23.4;26.3;23.6;90.4;19.5;100;100.0;rain;0;0;34.9;29.5;155.5;1011.0;76.2;6.0;125.4;10.8;6;;2020-03-08T05:43:12;2020-03-08T17:55:08;0.45;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/9/2020;30.1;23.0;25.5;34.3;23.0;26.7;23.0;86.2;22.0;100;100.0;rain;0;0;34.2;18.4;227.2;1010.0;72.5;6.5;76.4;6.5;3;;2020-03-09T05:43:10;2020-03-09T17:54:40;0.48;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/10/2020;31.1;23.6;27.0;36.3;23.6;29.5;23.3;80.6;13.8;100;66.7;rain;0;0;36.0;11.2;333.8;1009.1;58.9;7.3;225.1;19.4;9;;2020-03-10T05:43:08;2020-03-10T17:54:11;0.50;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/11/2020;31.1;24.1;26.6;37.6;24.1;28.3;24.5;88.6;23.3;100;62.5;rain;0;0;27.4;13.0;6.1;1009.9;73.0;4.5;222.9;19.3;8;;2020-03-11T05:43:05;2020-03-11T17:53:42;0.55;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/12/2020;32.1;23.1;27.1;40.8;23.1;29.8;24.5;86.9;9.4;100;41.7;rain;0;0;25.9;22.3;14.4;1011.6;84.5;5.8;208.7;17.9;8;;2020-03-12T05:43:02;2020-03-12T17:53:13;0.58;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
Yogyakarta;3/13/2020;31.1;23.7;26.5;36.8;23.7;28.0;24.2;88.0;27.6;100;41.7;rain;0;0;29.9;11.5;345.1;1012.6;74.0;4.4;222.0;19.3;9;;2020-03-13T05:42:59;2020-03-13T17:52:44;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/14/2020;32.4;23.8;27.2;39.3;23.8;29.6;24.0;84.0;3.6;100;20.8;rain;0;0;16.6;9.4;44.5;1011.1;76.3;4.3;230.9;20.1;8;;2020-03-14T05:42:55;2020-03-14T17:52:14;0.65;Rain, Partially cloudy;Partly cloudy throughout the day with afternoon rain.;rain;96633699999,remote
Yogyakarta;3/15/2020;33.1;23.4;27.4;40.7;23.4;30.3;24.2;84.0;3.6;100;25.0;rain;0;0;19.1;18.4;30.7;1010.5;63.8;5.6;234.9;20.3;9;;2020-03-15T05:42:51;2020-03-15T17:51:44;0.69;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/16/2020;34.1;23.7;27.7;40.7;23.7;30.3;23.9;81.3;1.9;100;20.8;rain;0;0;25.2;14.8;216.6;1011.3;64.0;6.4;263.4;22.8;9;;2020-03-16T05:42:47;2020-03-16T17:51:14;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain in the morning and afternoon.;rain;96633699999,remote
Yogyakarta;3/17/2020;33.1;23.7;27.3;42.5;23.7;30.1;24.3;84.8;5.7;100;50.0;rain;0;0;23.8;22.3;45.6;1011.6;70.1;6.1;235.5;20.2;8;;2020-03-17T05:42:43;2020-03-17T17:50:44;0.75;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;96633699999,remote
Yogyakarta;3/18/2020;32.1;23.6;26.9;39.3;23.6;29.8;24.6;87.9;9.9;100;50.0;rain;0;0;22.3;18.4;18.3;1010.7;70.5;6.6;198.0;17.0;7;;2020-03-18T05:42:39;2020-03-18T17:50:13;0.79;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;96633699999,remote
